OcutimeStamp,UnityTimeStamp,cameraPosition.x,cameraPosition.y,cameraPosition.z,cameraRotation.x,cameraRotation.y,cameraRotation.z,cameraRotation.w,meanBasePoint.x,meanBasePoint.y,meanBasePoint.z,meanGazeDirection.x,meanGazeDirection.y,meanGazeDirection.z,leftBasePoint.x,leftBasePoint.y,leftBasePoint.z,rightBasePoint.x,rightBasePoint.y,rightBasePoint.z,leftEyeDirection.x,leftEyeDirection.y,leftEyeDirection.z,rightEyeDirection.x,rightEyeDirection.y,rightEyeDirection.z,valB,valL,valR
27959,63736025180104,0.1366185,1.831823,0.644344,0.05705872,0.7137739,-0.08737231,0.6925585,-0.0264456,-0.0006377869,-0.02399748,0.173172,-0.277832,0.9448853,0.02984688,-0.002558685,-0.02373235,0.02984688,-0.002558685,-0.02373235,0.1500549,-0.2761536,0.9493103,0.1500549,-0.2761536,0.9493103,True,True,True
27984,63736025180104,0.1366185,1.831823,0.644344,0.05705872,0.7137739,-0.08737231,0.6925585,-0.002580124,-0.001445953,-0.02388072,0.1599274,-0.2732086,0.9485626,0.02985732,-0.00254715,-0.02375531,0.02985732,-0.00254715,-0.02375531,0.1495972,-0.269577,0.9512787,0.1495972,-0.269577,0.9512787,True,True,True
27992,63736025180126,0.1367628,1.831721,0.6440839,0.05715859,0.7143041,-0.0880288,0.6919202,-0.004467835,-0.00137735,-0.02389121,0.1611328,-0.27388,0.9481659,0.02986128,-0.002542252,-0.02376399,0.02986128,-0.002542252,-0.02376399,0.1497192,-0.2691498,0.9513702,0.1497192,-0.2691498,0.9513702,True,True,True
28009,63736025180143,39.61359,5.945076,-22.42544,0.0570906,0.7149378,-0.08858187,0.6912003,-0.002939377,-0.001423264,-0.02388272,0.1602173,-0.2748108,0.9480438,0.02986839,-0.002532471,-0.0237746,0.02986839,-0.002532471,-0.0237746,0.1484222,-0.2701111,0.9513092,0.1484222,-0.2701111,0.9513092,True,True,True
28025,63736025180161,61.00723,8.174252,-34.92758,0.05654011,0.715408,-0.08869047,0.690745,-0.0001811066,-0.001511124,-0.02385648,0.1585388,-0.2756958,0.9480743,0.02987555,-0.002524582,-0.0237746,0.02987555,-0.002524582,-0.0237746,0.1479492,-0.271286,0.9510498,0.1479492,-0.271286,0.9510498,True,True,True
28034,63736025180171,61.00724,8.174248,-34.92761,0.05636529,0.7155757,-0.08875892,0.6905768,-0.001037369,-0.001477844,-0.02382758,0.1572113,-0.274353,0.9486847,0.02991351,-0.002517639,-0.02373447,0.02991351,-0.002517639,-0.02373447,0.1451721,-0.2679596,0.9524231,0.1451721,-0.2679596,0.9524231,True,True,True
28059,63736025180191,61.00718,8.17429,-34.92763,0.05587461,0.7158868,-0.08890791,0.690275,-0.002260635,-0.001154556,-0.02437749,0.1406708,-0.260025,0.9552917,0.03000591,-0.002371155,-0.0238075,0.03000591,-0.002371155,-0.0238075,0.1389313,-0.2609711,0.9552917,0.1389313,-0.2609711,0.9552917,True,True,True
28067,63736025180214,61.00715,8.17439,-34.92764,0.05500154,0.7162269,-0.08901998,0.6899777,-0.003375259,-0.0009365692,-0.02389574,0.1390533,-0.2071838,0.9683533,0.03007703,-0.001990387,-0.02400334,0.03007703,-0.001990387,-0.02400334,0.1110992,-0.2129059,0.9707336,0.1110992,-0.2129059,0.9707336,True,True,True
28092,63736025180225,61.00717,8.174482,-34.92754,0.05455699,0.7164911,-0.08892772,0.6897506,-0.001,-0.001,-0.001,1,-1,-1,0.03018769,-0.0002789765,-0.02519287,0.03018769,-0.0002789765,-0.02519287,0.07650757,-0.03396606,0.9964752,0.07650757,-0.03396606,0.9964752,False,True,True
28100,63736025180238,61.00718,8.174561,-34.92755,0.05393646,0.7166385,-0.08872981,0.6896718,-0.001,-0.001,-0.001,1,-1,-1,0.03034616,1.541138E-06,-0.02540988,0.03034616,1.541138E-06,-0.02540988,0.0892334,-0.1072998,0.9902039,0.0892334,-0.1072998,0.9902039,False,True,True
28125,63736025180250,61.00726,8.174603,-34.92753,0.05326904,0.716863,-0.08870734,0.6894932,-0.001,-0.001,-0.001,1,-1,-1,0.03062628,0.0001257324,-0.02484838,0.03062628,0.0001257324,-0.02484838,0.02610779,0.08639526,0.9959106,0.02610779,0.08639526,0.9959106,False,True,True
28134,63736025180280,61.00731,8.174818,-34.92736,0.0521891,0.7172799,-0.08843585,0.689177,-0.001,-0.001,-0.001,1,-1,-1,0.03063587,0.0002928772,-0.02547044,0.03063587,0.0002928772,-0.02547044,0.02146912,0.1597595,0.986908,0.02146912,0.1597595,0.986908,False,True,True
