OcutimeStamp,UnityTimeStamp,cameraPosition.x,cameraPosition.y,cameraPosition.z,cameraRotation.x,cameraRotation.y,cameraRotation.z,cameraRotation.w,meanBasePoint.x,meanBasePoint.y,meanBasePoint.z,meanGazeDirection.x,meanGazeDirection.y,meanGazeDirection.z,leftBasePoint.x,leftBasePoint.y,leftBasePoint.z,rightBasePoint.x,rightBasePoint.y,rightBasePoint.z,leftEyeDirection.x,leftEyeDirection.y,leftEyeDirection.z,rightEyeDirection.x,rightEyeDirection.y,rightEyeDirection.z,valB,valL,valR
1883123,63735852086902,0.03890541,1.715562,0.351392,0.01811797,0.9956996,-0.02841507,-0.08629413,-0.00196965,0.002872589,-0.02865386,0.01811218,0.03804016,0.9990997,0.03012308,0.004937241,-0.02857967,0.03012308,0.004937241,-0.02857967,0.04032898,0.05285645,0.9977722,0.04032898,0.05285645,0.9977722,True,True,True
1883139,63735852086902,0.03890541,1.715562,0.351392,0.01811797,0.9956996,-0.02841507,-0.08629413,-0.0001193695,0.002985214,-0.0286465,0.01409912,0.03659058,0.9992218,0.0301228,0.004937119,-0.02858464,0.0301228,0.004937119,-0.02858464,0.04211426,0.05168152,0.9977722,0.04211426,0.05168152,0.9977722,True,True,True
1883148,63735852086926,0.03828728,1.715437,0.3507814,0.0187286,0.9957232,-0.02837503,-0.08590312,0.003147217,0.003200302,-0.02865192,0.01879883,0.04426575,0.9988403,0.03012253,0.004937241,-0.02858963,0.03012253,0.004937241,-0.02858963,0.04393005,0.0534668,0.9975891,0.04393005,0.0534668,0.9975891,True,True,True
1883173,63735852086943,45.70583,6.466335,-26.07458,0.0188674,0.9957312,-0.02832561,-0.0857963,0.01158814,0.003739624,-0.02861824,0.02401733,0.04533386,0.9986725,0.03012216,0.004940888,-0.02861002,0.03012216,0.004940888,-0.02861002,0.04399109,0.05490112,0.9975128,0.04399109,0.05490112,0.9975128,True,True,True
1883189,63735852086958,61.00574,8.057999,-34.92844,0.01899925,0.9957529,-0.02837741,-0.08549793,0.01589661,0.004014832,-0.02860774,0.02865601,0.05023193,0.9983215,0.03011623,0.004940918,-0.02861051,0.03011623,0.004940918,-0.02861051,0.04315186,0.05577087,0.9974976,0.04315186,0.05577087,0.9974976,True,True,True
1883198,63735852086973,61.00561,8.057989,-34.92879,0.0189626,0.995764,-0.02865234,-0.08528521,0.01709619,0.004094605,-0.02861162,0.02876282,0.05050659,0.9983063,0.03011031,0.004940964,-0.02861098,0.03011031,0.004940964,-0.02861098,0.04231262,0.05537415,0.9975586,0.04231262,0.05537415,0.9975586,True,True,True
1883223,63735852087007,61.00516,8.057787,-34.92939,0.01993885,0.9957892,-0.02970519,-0.08440413,0.01869325,0.004202118,-0.02862236,0.03230286,0.0512085,0.9981537,0.03010346,0.004940964,-0.02861426,0.03010346,0.004940964,-0.02861426,0.04544067,0.05677795,0.997345,0.04544067,0.05677795,0.997345,True,True,True
1883248,63735852087029,61.00499,8.057788,-34.92975,0.01990549,0.9957968,-0.03013066,-0.08417082,0.01577023,0.004097962,-0.02880211,0.02548218,0.0440979,0.9986877,0.03004707,0.005042496,-0.02882953,0.03004707,0.005042496,-0.02882953,0.04470825,0.05010986,0.9977264,0.04470825,0.05010986,0.9977264,True,True,True
1883264,63735852087051,61.00482,8.057789,-34.93005,0.01959156,0.9957951,-0.03030991,-0.08419926,0.01347408,0.003956055,-0.02879102,0.02622986,0.04426575,0.9986725,0.03005071,0.005051774,-0.02881007,0.03005071,0.005051774,-0.02881007,0.04806519,0.04968262,0.9976044,0.04806519,0.04968262,0.9976044,True,True,True
1883298,63735852087075,61.00478,8.057787,-34.93026,0.01948983,0.9957593,-0.03097639,-0.08440435,0.002187409,0.003204514,-0.02873328,0.009674072,0.04470825,0.9989471,0.03006545,0.00504538,-0.02874169,0.03006545,0.00504538,-0.02874169,0.04124451,0.05764771,0.9974823,0.04124451,0.05764771,0.9974823,True,True,True
