OcutimeStamp,UnityTimeStamp,cameraPosition.x,cameraPosition.y,cameraPosition.z,cameraRotation.x,cameraRotation.y,cameraRotation.z,cameraRotation.w,meanBasePoint.x,meanBasePoint.y,meanBasePoint.z,meanGazeDirection.x,meanGazeDirection.y,meanGazeDirection.z,leftBasePoint.x,leftBasePoint.y,leftBasePoint.z,rightBasePoint.x,rightBasePoint.y,rightBasePoint.z,leftEyeDirection.x,leftEyeDirection.y,leftEyeDirection.z,rightEyeDirection.x,rightEyeDirection.y,rightEyeDirection.z,valB,valL,valR
561520,63735854974830,0.02686536,1.925256,0.3481274,-0.0284287,0.916373,-0.3988469,-0.01932852,0.007376816,-0.00013237,-0.02869132,0.009017944,-0.1048126,0.9944458,0.0339921,-0.0002330475,-0.02871482,0.0339921,-0.0002330475,-0.02871482,0.0506897,-0.105072,0.9931641,0.0506897,-0.105072,0.9931641,True,True,True
561537,63735854974846,-25.82667,2.272499,-1.6299,-0.02871039,0.9165732,-0.3983721,-0.0192094,0.001433121,-0.0001063385,-0.02869142,0.0001983643,-0.1085358,0.9940796,0.03399306,-0.0002259827,-0.02872548,0.03399306,-0.0002259827,-0.02872548,0.05427551,-0.1091614,0.9925385,0.05427551,-0.1091614,0.9925385,True,True,True
561545,63735854974859,-51.67938,2.619907,-3.609675,-0.02865901,0.9166409,-0.3982275,-0.01905158,0.00298024,-3.78418E-05,-0.02882443,-0.002502441,-0.1040497,0.9945526,0.03404585,-0.000179596,-0.02877744,0.03404585,-0.000179596,-0.02877744,0.05041504,-0.1063538,0.993042,0.05041504,-0.1063538,0.993042,True,True,True
561562,63735854974879,-80.00326,3.00049,-5.777787,-0.02867471,0.9168998,-0.3976364,-0.01891916,0.02521593,9.020996E-05,-0.02926785,0.01734924,-0.07350159,0.9971313,0.03420975,4.647828E-05,-0.02926138,0.03420975,4.647828E-05,-0.02926138,0.03343201,-0.07527161,0.9965973,0.03343201,-0.07527161,0.9965973,True,True,True
561570,63735854974892,-81.80377,3.024571,-5.914711,-0.02887826,0.9170529,-0.397278,-0.01871958,0.02879532,9.461975E-05,-0.0292711,0.009094238,-0.05935669,0.9981842,0.034237,7.154846E-05,-0.02928041,0.034237,7.154846E-05,-0.02928041,0.01872253,-0.05860901,0.9980927,0.01872253,-0.05860901,0.9980927,True,True,True
561595,63735854974912,-81.80481,3.024237,-5.912576,-0.02922266,0.9175606,-0.3960802,-0.01868693,0.03057068,6.880188E-05,-0.02916518,0.02046204,-0.06773376,0.9974823,0.03423998,5.287171E-05,-0.02916481,0.03423998,5.287171E-05,-0.02916481,0.02713013,-0.06788635,0.9973145,0.02713013,-0.06788635,0.9973145,True,True,True
561603,63735854974926,-81.80525,3.024027,-5.911477,-0.02937306,0.9178628,-0.395368,-0.01868834,0.02912164,6.800843E-05,-0.02912728,0.008056641,-0.05596924,0.9983978,0.03424668,4.516602E-05,-0.02912389,0.03424668,4.516602E-05,-0.02912389,0.0165863,-0.05519104,0.9983368,0.0165863,-0.05519104,0.9983368,True,True,True
561612,63735854974926,-81.80525,3.024027,-5.911477,-0.02937306,0.9178628,-0.395368,-0.01868834,0.02835399,7.192994E-05,-0.02912474,0.00920105,-0.05638123,0.9983521,0.03424839,4.544068E-05,-0.02912064,0.03424839,4.544068E-05,-0.02912064,0.01916504,-0.05578613,0.9982452,0.01916504,-0.05578613,0.9982452,True,True,True
561628,63735854974946,-81.8061,3.023408,-5.909175,-0.02968122,0.9184316,-0.3940245,-0.01863094,0.02696895,7.823182E-05,-0.02912291,0.005081177,-0.0567627,0.9983673,0.03425011,4.516602E-05,-0.02911737,0.03425011,4.516602E-05,-0.02911737,0.0171814,-0.05638123,0.9982605,0.0171814,-0.05638123,0.9982605,True,True,True
561645,63735854974970,-81.80701,3.022631,-5.906671,-0.029549,0.9190211,-0.3926696,-0.01837634,0.02303349,8.589173E-05,-0.02912232,0.00440979,-0.06152344,0.9980927,0.03427231,3.33252E-05,-0.02911295,0.03427231,3.33252E-05,-0.02911295,0.0241394,-0.06178284,0.9977875,0.0241394,-0.06178284,0.9977875,True,True,True
561662,63735854974993,-81.80784,3.021661,-5.903927,-0.02913713,0.9198132,-0.39086,-0.01798357,0.01091617,0.0001460724,-0.02915527,-0.01600647,-0.05877686,0.9981384,0.03428565,4.025269E-05,-0.02914868,0.03428565,4.025269E-05,-0.02914868,0.02616882,-0.05796814,0.9979706,0.02616882,-0.05796814,0.9979706,True,True,True
561678,63735854975003,-81.80827,3.021123,-5.902508,-0.02873118,0.9202472,-0.3898749,-0.01781267,-0.007999802,0.0002324982,-0.02917783,-0.05178833,-0.06182861,0.9967346,0.03429919,4.919434E-05,-0.02919866,0.03429919,4.919434E-05,-0.02919866,0.02171326,-0.06192017,0.9978333,0.02171326,-0.06192017,0.9978333,True,True,True
561695,63735854975026,-81.80914,3.019765,-5.899435,-0.02809663,0.9210686,-0.3879988,-0.01732567,-0.004971756,0.0002179413,-0.02918688,-0.04537964,-0.06526184,0.9968262,0.03430492,5.126953E-05,-0.02921868,0.03430492,5.126953E-05,-0.02921868,0.02461243,-0.06802368,0.9973755,0.02461243,-0.06802368,0.9973755,True,True,True
561712,63735854975036,-81.80954,3.019075,-5.897933,-0.02759439,0.9214454,-0.3871514,-0.01705038,-0.003948029,0.000209137,-0.02919742,-0.04249573,-0.07247925,0.99646,0.03432218,4.354859E-05,-0.02924533,0.03432218,4.354859E-05,-0.02924533,0.02824402,-0.08415222,0.996048,0.02824402,-0.08415222,0.996048,True,True,True
561728,63735854975045,-81.80993,3.018342,-5.896334,-0.02723162,0.9218702,-0.3861835,-0.01661987,-0.007745743,0.0002276306,-0.02921042,-0.04931641,-0.06819153,0.9964447,0.03433002,5.317688E-05,-0.02929913,0.03433002,5.317688E-05,-0.02929913,0.03039551,-0.07426453,0.9967651,0.03039551,-0.07426453,0.9967651,True,True,True
561745,63735854975069,-81.81065,3.016809,-5.893092,-0.02632923,0.9225344,-0.3846874,-0.01589392,-0.009732606,0.0002334595,-0.02920165,-0.05375671,-0.06854248,0.9961853,0.03433415,6.17981E-05,-0.02932953,0.03433415,6.17981E-05,-0.02932953,0.02815247,-0.07513428,0.9967651,0.02815247,-0.07513428,0.9967651,True,True,True
561762,63735854975078,-81.81098,3.01614,-5.891415,-0.02575295,0.9227951,-0.3841218,-0.01537779,-0.01068503,0.0002309265,-0.02918518,-0.05621338,-0.06877136,0.9960327,0.03433827,5.903626E-05,-0.02933335,0.03433827,5.903626E-05,-0.02933335,0.02580261,-0.07519531,0.9968262,0.02580261,-0.07519531,0.9968262,True,True,True
561787,63735854975111,-81.8119,3.014173,-5.885858,-0.0244274,0.9233097,-0.3830442,-0.01340145,-0.008146149,0.0001840668,-0.02915329,-0.04873657,-0.07905579,0.9956665,0.03435419,5.66864E-05,-0.02933435,0.03435419,5.66864E-05,-0.02933435,0.02798462,-0.08145142,0.9962769,0.02798462,-0.08145142,0.9962769,True,True,True
561820,63735854975144,-81.81303,3.012823,-5.879445,-0.02317122,0.9237493,-0.3821391,-0.0109561,-0.005710907,0.0001751099,-0.02915154,-0.05001831,-0.07904053,0.9956055,0.03436548,7.063294E-05,-0.02936437,0.03436548,7.063294E-05,-0.02936437,0.0158844,-0.08200073,0.9964905,0.0158844,-0.08200073,0.9964905,True,True,True
561837,63735854975156,-81.81341,3.012624,-5.8771,-0.02320256,0.9239714,-0.3816203,-0.01022785,-0.001335632,0.0001624298,-0.02916614,-0.0430603,-0.07769775,0.9960327,0.03436781,7.704163E-05,-0.02937418,0.03436781,7.704163E-05,-0.02937418,0.01643372,-0.08288574,0.9964142,0.01643372,-0.08288574,0.9964142,True,True,True
561870,63735854975190,-81.81471,3.013094,-5.86954,-0.02320417,0.9257118,-0.3774236,-0.008414318,0.006328904,0.0005297394,-0.02896492,-0.002746582,0.006149292,0.9999695,0.03409239,0.0003951569,-0.02895191,0.03409239,0.0003951569,-0.02895191,0.02424622,0.01443481,0.999588,0.02424622,0.01443481,0.999588,True,True,True
561878,63735854975211,-81.81573,3.014441,-5.864382,-0.02320484,0.9279264,-0.3719648,-0.007502905,0.02166475,0.0005191651,-0.02876022,0.02584839,0.02598572,0.9993134,0.03405196,0.0004149628,-0.02862155,0.03405196,0.0004149628,-0.02862155,0.03897095,0.02563477,0.9989014,0.03897095,0.02563477,0.9989014,True,True,True
