OcutimeStamp,UnityTimeStamp,cameraPosition.x,cameraPosition.y,cameraPosition.z,cameraRotation.x,cameraRotation.y,cameraRotation.z,cameraRotation.w,meanBasePoint.x,meanBasePoint.y,meanBasePoint.z,meanGazeDirection.x,meanGazeDirection.y,meanGazeDirection.z,leftBasePoint.x,leftBasePoint.y,leftBasePoint.z,rightBasePoint.x,rightBasePoint.y,rightBasePoint.z,leftEyeDirection.x,leftEyeDirection.y,leftEyeDirection.z,rightEyeDirection.x,rightEyeDirection.y,rightEyeDirection.z,valB,valL,valR
784997,63735946406948,0.005300105,1.660474,0.3272572,0.08792789,-0.2321278,-0.02622553,0.9683479,0.003425766,0.002452499,-0.0325278,0.09466553,-0.3171997,0.9436035,0.03494037,-0.0005218812,-0.03304579,0.03494037,-0.0005218812,-0.03304579,0.1716766,-0.3215942,0.9311676,0.1716766,-0.3215942,0.9311676,True,True,True
785022,63735946406958,-5.438455,3.284969,-11.52233,0.0882679,-0.2305043,-0.02618015,0.968706,-0.02547191,0.005228104,-0.03208521,0.02798462,-0.3051605,0.9518738,0.0349889,-0.0004913941,-0.033034,0.0349889,-0.0004913941,-0.033034,0.1677551,-0.3160553,0.9337769,0.1677551,-0.3160553,0.9337769,True,True,True
785039,63735946406972,-10.88222,4.909391,-23.37202,0.08872591,-0.2288755,-0.02611822,0.9690519,-0.01281496,0.004028351,-0.03220253,0.05462646,-0.3064728,0.9503021,0.03501633,-0.0005058746,-0.03295242,0.03501633,-0.0005058746,-0.03295242,0.1656799,-0.3078308,0.9368896,0.1656799,-0.3078308,0.9368896,True,True,True
785047,63735946406996,-19.86819,7.590875,-42.93253,0.09018498,-0.2257347,-0.02560557,0.9696674,-0.009956391,0.003756851,-0.03225296,0.0614624,-0.3061676,0.9499817,0.03502112,-0.0005095978,-0.03293965,0.03502112,-0.0005095978,-0.03293965,0.164856,-0.3098297,0.9363708,0.164856,-0.3098297,0.9363708,True,True,True
785064,63735946407009,-22.16709,8.276863,-47.93711,0.0911983,-0.2240617,-0.02522624,0.9699706,-0.008237092,0.003594025,-0.03227403,0.06488037,-0.3041382,0.9504089,0.03503175,-0.0005235138,-0.03289761,0.03503175,-0.0005235138,-0.03289761,0.1617737,-0.3098145,0.9369202,0.1617737,-0.3098145,0.9369202,True,True,True
785089,63735946407009,-22.16709,8.276863,-47.93711,0.0911983,-0.2240617,-0.02522624,0.9699706,0.008552857,0.001778031,-0.03268309,0.07963562,-0.37677,0.9228668,0.03505992,-0.0007073975,-0.0332016,0.03505992,-0.0007073975,-0.0332016,0.1527557,-0.3836823,0.9107361,0.1527557,-0.3836823,0.9107361,True,True,True
785097,63735946407045,-22.16656,8.276377,-47.93661,0.09361097,-0.2201967,-0.02452244,0.9706436,0.02887322,-0.0003341065,-0.03254343,0.1231842,-0.3872833,0.913681,0.03508432,-0.0009368744,-0.03258975,0.03508432,-0.0009368744,-0.03258975,0.1396179,-0.3878021,0.911087,0.1396179,-0.3878021,0.911087,True,True,True
785114,63735946407045,-22.16656,8.276377,-47.93661,0.09361097,-0.2201967,-0.02452244,0.9706436,0.03127643,-0.0005269318,-0.03267198,0.127533,-0.3814545,0.9155273,0.03514884,-0.0008900758,-0.03275487,0.03514884,-0.0008900758,-0.03275487,0.1368103,-0.382782,0.9136353,0.1368103,-0.382782,0.9136353,True,True,True
785130,63735946407078,-22.16601,8.276098,-47.93601,0.09487218,-0.2171675,-0.02431177,0.9712088,0.02820767,-0.0002544708,-0.03249697,0.1112518,-0.380188,0.9181824,0.03518468,-0.0009287568,-0.03256568,0.03518468,-0.0009287568,-0.03256568,0.1283264,-0.382019,0.9151917,0.1283264,-0.382019,0.9151917,True,True,True
785147,63735946407094,-22.16588,8.275983,-47.93588,0.09514495,-0.2162226,-0.02441359,0.9713904,0.0251902,3.152466E-05,-0.03239911,0.1044006,-0.3792572,0.9193726,0.03521248,-0.000949524,-0.03246311,0.03521248,-0.000949524,-0.03246311,0.1297455,-0.3820953,0.9149475,0.1297455,-0.3820953,0.9149475,True,True,True
