OcutimeStamp,UnityTimeStamp,cameraPosition.x,cameraPosition.y,cameraPosition.z,cameraRotation.x,cameraRotation.y,cameraRotation.z,cameraRotation.w,meanBasePoint.x,meanBasePoint.y,meanBasePoint.z,meanGazeDirection.x,meanGazeDirection.y,meanGazeDirection.z,leftBasePoint.x,leftBasePoint.y,leftBasePoint.z,rightBasePoint.x,rightBasePoint.y,rightBasePoint.z,leftEyeDirection.x,leftEyeDirection.y,leftEyeDirection.z,rightEyeDirection.x,rightEyeDirection.y,rightEyeDirection.z,valB,valL,valR
516436,63735934818731,0.1583519,1.743308,0.3239142,-0.003348418,0.9996722,-0.01788343,-0.0180141,-0.0231884,0.003045593,-0.03383014,0.02671814,-0.1091766,0.9936523,0.03116547,0.001480225,-0.03595308,0.03116547,0.001480225,-0.03595308,0.04695129,-0.1045074,0.9934082,0.04695129,-0.1045074,0.9934082,True,True,True
516452,63735934818747,0.1583756,1.743308,0.3242552,-0.003087645,0.9996771,-0.01755215,-0.01811441,-0.02397365,0.003123993,-0.03397119,0.0256958,-0.1151123,0.9930115,0.03120616,0.001496979,-0.03599497,0.03120616,0.001496979,-0.03599497,0.04016113,-0.1077423,0.9933624,0.04016113,-0.1077423,0.9933624,True,True,True
516469,63735934818759,-49.13543,2.28503,1.348996,-0.003003324,0.9996753,-0.01751219,-0.01826494,-0.02259688,0.003082886,-0.03401248,0.02458191,-0.118988,0.9925842,0.03122127,0.001491898,-0.03598081,0.03122127,0.001491898,-0.03598081,0.03955078,-0.1040192,0.9937744,0.03955078,-0.1040192,0.9937744,True,True,True
516486,63735934818781,-103.5766,2.883233,2.480689,-0.002992667,0.9996728,-0.01771009,-0.01821252,-0.02230673,0.00307103,-0.03402899,0.02505493,-0.1097412,0.9936371,0.03125487,0.00146817,-0.03592299,0.03125487,0.00146817,-0.03592299,0.03466797,-0.1044617,0.9939117,0.03466797,-0.1044617,0.9939117,True,True,True
516494,63735934818794,-103.5766,2.883238,2.480706,-0.002980267,0.9996693,-0.01782801,-0.0182961,-0.01860422,0.002948898,-0.03412871,0.02877808,-0.118515,0.9925232,0.03126372,0.001462174,-0.03590346,0.03126372,0.001462174,-0.03590346,0.0403595,-0.1088104,0.9932404,0.0403595,-0.1088104,0.9932404,True,True,True
516511,63735934818811,-103.5767,2.883134,2.480757,-0.003361447,0.9996509,-0.01853385,-0.01852981,-0.01334985,0.002787933,-0.03429569,0.03404236,-0.1135101,0.9929504,0.03128639,0.001458527,-0.03585971,0.03128639,0.001458527,-0.03585971,0.04681396,-0.1118164,0.9926147,0.04681396,-0.1118164,0.9926147,True,True,True
516519,63735934818822,-103.5767,2.883022,2.480689,-0.003502364,0.9996391,-0.01893919,-0.01872824,0.0003202209,0.002364029,-0.03471698,0.03411865,-0.1134338,0.9929504,0.03129669,0.001431549,-0.0357598,0.03129669,0.001431549,-0.0357598,0.04185486,-0.1113892,0.9928894,0.04185486,-0.1113892,0.9928894,True,True,True
516544,63735934818844,-103.5767,2.8829,2.480603,-0.003512073,0.9996074,-0.01983804,-0.01947303,0.00297171,0.002260147,-0.03476205,0.03256226,-0.1153107,0.9927826,0.03131104,0.001411484,-0.03571854,0.03131104,0.001411484,-0.03571854,0.03837585,-0.1104889,0.9931335,0.03837585,-0.1104889,0.9931335,True,True,True
516552,63735934818855,-103.5768,2.882823,2.480583,-0.003304847,0.9995936,-0.02023211,-0.01980901,0.00536644,0.002186707,-0.03484172,0.03433228,-0.1165619,0.9925842,0.03131432,0.001409531,-0.03572003,0.03131432,0.001409531,-0.03572003,0.0430603,-0.1117401,0.9927979,0.0430603,-0.1117401,0.9927979,True,True,True
516577,63735934818879,-103.577,2.882675,2.48039,-0.003343619,0.9995549,-0.02122864,-0.02069433,0.004834061,0.00223172,-0.034903,0.0319519,-0.1129303,0.9930725,0.03131772,0.001452087,-0.03584931,0.03131772,0.001452087,-0.03584931,0.03717041,-0.1081238,0.9934387,0.03717041,-0.1081238,0.9934387,True,True,True
